beneficiary_id,aadhaar,name,scheme,district,amount,transaction_date,withdrawn,status
B100290,282487574878,Rameshbhai Patel,PM-KISAN,Vadodara,1000,2024-07-16,0,FAILED
B100291,955420943940,Kiran Desai,Pension,Bhavnagar,1000,2023-08-22,1,FAILED
B100292,146200045145,Kiran Desai,Pension,Surat,5000,2023-07-29,0,FAILED
B100293,594059667546,Ramesh Patel,Scholarship,Ahmedabad,2000,2024-03-05,1,FAILED
B100294,775022751100,Sureshbhai Patel,PM-KISAN,Ahmedabad,3000,2025-12-26,1,SUCCESS
B100295,775022751100,Mahesh Shah,Pension,Ahmedabad,2000,2025-04-22,0,FAILED
B100296,820983479468,Rmsh Patel,PM-KISAN,Surat,3000,2024-05-21,1,FAILED
B100297,731970815033,Kiran Desai,Scholarship,Rajkot,1000,2023-07-10,1,FAILED
B100298,507494975195,Kiran Desai,Scholarship,Bhavnagar,1000,2023-07-10,1,FAILED
B100299,172370655239,Kiran Desai,PM-KISAN,Rajkot,2000,2025-10-10,0,FAILED
B100300,412795354062,Amit Joshi,PM-KISAN,Bhavnagar,5000,2024-12-04,0,SUCCESS
B100301,787622437601,Kiran Desai,PM-KISAN,Ahmedabad,2000,2025-06-22,1,SUCCESS
B100302,320880716109,Suresh Patel,Pension,Vadodara,2000,2024-07-15,0,FAILED
B100303,191269726979,Suresh Patel,PM-KISAN,Rajkot,3000,2024-04-24,1,SUCCESS
B100304,206101575193,Kiran D.,PM-KISAN,Surat,2000,2025-11-29,1,SUCCESS
B100305,864538807153,Ramesh Patel,Scholarship,Surat,5000,2023-05-26,0,FAILED
B100306,903542558409,Ramesh Patel,Scholarship,Vadodara,3000,2023-10-08,1,SUCCESS
B100307,257527104283,Amitbhai Joshi,PM-KISAN,Bhavnagar,2000,2025-06-20,1,SUCCESS
B100308,923036336754,Mahesh S.,Pension,Rajkot,2000,2023-06-27,0,SUCCESS
B100309,236375715642,Kiran Desai,Scholarship,Rajkot,3000,2023-10-14,0,FAILED
B100310,192962937500,Amit Joshi,Pension,Bhavnagar,3000,2023-02-24,1,SUCCESS
B100311,767943646448,Kiran Desai,Scholarship,Ahmedabad,2000,2025-10-10,1,SUCCESS
B100312,646496284838,Ramesh Patel,Pension,Ahmedabad,3000,2024-10-10,0,FAILED
B100313,562002675857,Suresh Patel,Scholarship,Ahmedabad,1000,2023-05-19,0,FAILED
B100314,143876281848,Kiran Desai,Pension,Vadodara,5000,2025-05-17,1,SUCCESS
B100315,691161606249,Suresh Patel,Scholarship,Ahmedabad,3000,2023-06-11,0,SUCCESS
B100316,458786063830,Ramesh Patel,Scholarship,Rajkot,2000,2023-04-29,0,SUCCESS
B100317,580712615820,Amitbhai Joshi,Pension,Ahmedabad,3000,2023-12-26,0,SUCCESS
B100318,253364265324,Suresh Patel,Scholarship,Vadodara,3000,2023-12-08,1,SUCCESS
B100319,957918756928,Ramesh Patel,PM-KISAN,Vadodara,5000,2024-07-11,0,FAILED
B100320,789671467426,Kiran D.,Pension,Vadodara,1000,2025-10-20,0,FAILED
B100321,379848515456,Amit Joshi,Pension,Ahmedabad,2000,2025-11-08,0,SUCCESS
B100322,366340749245,Maheshbhai Shah,Scholarship,Surat,2000,2023-03-14,1,SUCCESS
B100323,371965068780,Mahesh Shah,Scholarship,Ahmedabad,3000,2023-09-02,0,SUCCESS
B100324,981426868196,Ramesh Patel,Scholarship,Ahmedabad,5000,2024-08-01,1,FAILED
B100325,705961411719,Mahesh Shah,PM-KISAN,Vadodara,3000,2024-05-11,1,FAILED
B100326,953721873297,Kiranben Desai,PM-KISAN,Surat,1000,2025-04-19,0,SUCCESS
B100327,480283040969,Ramesh Patel,Scholarship,Ahmedabad,5000,2024-09-21,0,SUCCESS
B100328,560584422688,Ramesh Patel,PM-KISAN,Vadodara,1000,2023-03-31,0,FAILED
B100329,604111014485,Ramesh Patel,Pension,Ahmedabad,2000,2025-03-18,0,SUCCESS
B100330,827717710246,Suresh Patel,Scholarship,Vadodara,3000,2025-03-15,1,FAILED
B100331,398297323586,Suresh Patel,PM-KISAN,Bhavnagar,1000,2023-11-15,0,SUCCESS
B100332,613031982692,Ramesh Patel,Pension,Vadodara,2000,2025-07-14,1,FAILED
B100333,199299272632,Amit J.,Scholarship,Bhavnagar,1000,2024-03-16,1,SUCCESS
B100334,882075804310,Mahesh Shah,Scholarship,Bhavnagar,1000,2024-09-04,1,SUCCESS
B100335,711827545254,Suresh Patel,PM-KISAN,Rajkot,1000,2023-10-14,0,SUCCESS
B100336,242688641049,Mahesh S.,Scholarship,Ahmedabad,3000,2023-06-03,0,SUCCESS
B100337,588105797047,Ramesh Patel,Scholarship,Ahmedabad,1000,2025-08-02,0,SUCCESS
B100338,731034340758,Kiran Desai,Scholarship,Ahmedabad,5000,2025-05-23,0,FAILED
B100339,401451518634,Suresh Patel,PM-KISAN,Bhavnagar,2000,2024-08-27,1,FAILED
B100340,705086926545,Ramesh Patel,Scholarship,Rajkot,2000,2025-05-08,0,SUCCESS
B100341,700445739812,Kiran Desai,Scholarship,Vadodara,5000,2025-09-19,1,FAILED
B100342,398020828313,Maheshbhai Shah,Pension,Surat,1000,2024-07-29,0,FAILED
B100343,493115918317,Suresh Patel,PM-KISAN,Ahmedabad,2000,2024-05-08,1,SUCCESS
B100344,344588949245,Kiran Desai,Scholarship,Surat,2000,2024-04-29,1,FAILED
B100345,752465575906,Maheshbhai Shah,Pension,Bhavnagar,2000,2024-01-21,1,FAILED
B100346,637624922571,Rameshbhai Patel,PM-KISAN,Bhavnagar,2000,2023-02-10,1,SUCCESS
B100347,321681020854,Mahesh Shah,Pension,Surat,3000,2023-05-02,0,SUCCESS
B100348,875613580509,Ramesh Patel,Pension,Vadodara,1000,2025-02-04,1,SUCCESS
B100349,432158000589,Suresh Patel,Pension,Rajkot,5000,2024-10-11,0,FAILED
B100350,831103236841,Suresh Patel,Scholarship,Vadodara,3000,2023-09-18,0,SUCCESS
B100351,872874159856,Kiran Desai,Pension,Ahmedabad,2000,2024-10-13,0,SUCCESS
B100352,649483890039,Ramesh Ptl,PM-KISAN,Vadodara,3000,2023-12-10,0,FAILED
B100353,110508195555,Suresh Patel,Pension,Ahmedabad,3000,2024-06-09,0,SUCCESS
B100354,521113586763,Kiran Desai,PM-KISAN,Rajkot,5000,2025-02-14,1,FAILED
B100355,965347817151,Suresh Patel,PM-KISAN,Rajkot,1000,2023-03-10,1,SUCCESS
B100356,384836720245,Ramesh Patel,Scholarship,Surat,5000,2023-11-26,0,SUCCESS
B100357,754286515680,Kiran Desai,Pension,Ahmedabad,5000,2023-12-04,1,SUCCESS
B100358,207604202561,Suresh Patel,Scholarship,Bhavnagar,3000,2024-07-30,1,SUCCESS
B100359,151951563323,Amit Joshi,Scholarship,Surat,1000,2025-01-08,0,FAILED
B100360,422498908131,Amit Joshi,Scholarship,Surat,1000,2023-02-22,0,SUCCESS
B100361,420568587905,Kiran Desai,PM-KISAN,Vadodara,5000,2025-08-22,1,FAILED
B100362,804766066440,Suresh Patel,Scholarship,Rajkot,3000,2024-01-18,1,SUCCESS
B100363,582167184728,Suresh Patel,Scholarship,Bhavnagar,1000,2023-11-06,0,SUCCESS
B100364,480826766533,Kiran Desai,Pension,Surat,1000,2025-03-03,1,FAILED
B100365,620703117582,Kiran Desai,Pension,Ahmedabad,2000,2023-09-04,1,SUCCESS
B100366,985673324276,Rameshbhai Patel,Scholarship,Ahmedabad,5000,2024-02-18,0,FAILED
B100367,176481958693,Kiranben Desai,Scholarship,Bhavnagar,3000,2024-07-19,1,SUCCESS
B100368,872177355256,Amit Joshi,Scholarship,Ahmedabad,5000,2023-11-03,0,SUCCESS
B100369,219936653222,Ramesh Patel,Scholarship,Bhavnagar,3000,2025-04-21,1,FAILED
B100370,635388236349,Kiran Desai,PM-KISAN,Surat,3000,2025-04-05,0,FAILED
B100371,533958266613,Mahesh Shah,Pension,Surat,1000,2025-08-31,1,FAILED
B100372,469454087066,Mahesh Shah,Scholarship,Vadodara,5000,2023-07-21,0,SUCCESS
B100373,588525573162,Mahesh Shah,Scholarship,Rajkot,1000,2024-01-20,1,SUCCESS
B100374,913497602318,Amit Joshi,Scholarship,Ahmedabad,2000,2023-05-15,1,FAILED
B100375,955281103436,Amit Joshi,PM-KISAN,Surat,2000,2024-02-16,0,SUCCESS
B100376,598358245380,Maheshbhai Shah,Pension,Surat,3000,2025-01-24,1,FAILED
B100377,847856339374,Maheshbhai Shah,Scholarship,Bhavnagar,5000,2023-12-30,1,FAILED
B100378,277572197362,Mahesh Shah,Pension,Ahmedabad,3000,2023-02-26,1,SUCCESS
B100379,957156321539,Suresh Patel,Pension,Surat,2000,2024-07-05,1,SUCCESS
B100380,958412049179,Ramesh Patel,Scholarship,Surat,2000,2023-01-18,0,FAILED
B100381,987376080060,Mahesh Shah,Scholarship,Rajkot,3000,2025-07-29,1,SUCCESS
B100382,432716934527,Amit Joshi,Scholarship,Bhavnagar,1000,2023-01-16,1,FAILED
B100383,852901221143,Ramesh Ptl,Scholarship,Vadodara,3000,2024-07-21,1,FAILED
B100384,264017757655,Suresh Patel,PM-KISAN,Bhavnagar,5000,2024-10-16,0,SUCCESS
B100385,648275770596,Mahesh Shah,Scholarship,Rajkot,5000,2023-03-14,0,FAILED
B100386,884804555817,Amit Joshi,Pension,Rajkot,3000,2025-11-04,1,SUCCESS
B100387,825165021438,Suresh Patel,Scholarship,Ahmedabad,5000,2023-09-20,1,SUCCESS
B100388,851391314460,Ramesh Patel,PM-KISAN,Vadodara,2000,2024-09-20,1,FAILED
B100389,385064205414,Kiran Desai,PM-KISAN,Rajkot,1000,2023-05-26,1,SUCCESS
B100390,230998552841,Kiran Desai,Pension,Vadodara,5000,2023-04-21,0,SUCCESS
B100391,323305433678,Amit Joshi,Scholarship,Surat,3000,2024-01-05,0,FAILED
B100392,792918367239,Mahesh Shah,Pension,Ahmedabad,1000,2025-07-14,1,SUCCESS
B100393,953672824861,Rmsh Patel,Scholarship,Ahmedabad,2000,2025-06-07,1,FAILED
B100394,522957213576,Kiranben Desai,PM-KISAN,Vadodara,1000,2024-10-21,0,SUCCESS
B100395,107201578452,Suresh Patel,PM-KISAN,Vadodara,3000,2023-09-22,0,FAILED
B100396,746406908106,Ramesh Patel,Scholarship,Vadodara,3000,2025-07-22,1,FAILED
B100397,855433096260,Mahesh Shah,Scholarship,Vadodara,2000,2023-12-04,1,SUCCESS
B100398,345794184954,Suresh Patel,PM-KISAN,Ahmedabad,2000,2023-09-10,1,SUCCESS
B100399,381923032364,Amit Joshi,PM-KISAN,Bhavnagar,1000,2023-08-10,0,SUCCESS
B100400,227516504197,Kiran Desai,PM-KISAN,Bhavnagar,3000,2025-08-29,0,SUCCESS
B100401,854605103833,Mahesh Shah,Scholarship,Ahmedabad,3000,2023-10-08,1,SUCCESS
B100402,892471222369,Mahesh Shah,PM-KISAN,Ahmedabad,5000,2024-02-11,0,FAILED
B100403,674801910614,Mahesh Shah,Pension,Rajkot,3000,2023-11-25,0,FAILED
B100404,331543218635,Kiran Desai,Scholarship,Surat,1000,2023-01-27,0,SUCCESS
B100405,730652520041,Suresh Patel,PM-KISAN,Bhavnagar,1000,2023-07-27,1,SUCCESS
B100406,426319979892,Ramesh Patel,PM-KISAN,Surat,1000,2024-08-18,1,FAILED
B100407,426319979892,Rameshbhai Patel,PM-KISAN,Surat,2000,2024-11-04,1,FAILED
B100408,787001876766,Ramesh Patel,Scholarship,Vadodara,2000,2023-08-22,1,FAILED
B100409,602349296008,Kiran Desai,Pension,Rajkot,5000,2023-12-08,0,SUCCESS
B100410,897558976598,Rmsh Patel,PM-KISAN,Rajkot,5000,2025-06-16,0,FAILED
B100411,494188509102,Suresh Patel,Scholarship,Rajkot,1000,2025-04-22,1,SUCCESS
B100412,383739867777,Ramesh Patel,Pension,Bhavnagar,2000,2024-11-23,0,FAILED
B100413,901705953882,Mahesh Shah,Pension,Rajkot,2000,2023-04-22,0,SUCCESS
B100414,182314782848,Mahesh Shah,PM-KISAN,Vadodara,3000,2023-04-14,0,FAILED
B100415,999380226336,Kiran Desai,Scholarship,Bhavnagar,5000,2023-06-30,1,FAILED
B100416,230206492808,Ramesh Patel,PM-KISAN,Rajkot,5000,2023-03-15,0,SUCCESS
B100417,764825646884,Mahesh Shah,Pension,Bhavnagar,2000,2025-07-23,1,FAILED
B100418,159379258572,Kiran Desai,Scholarship,Bhavnagar,5000,2025-01-14,1,SUCCESS
B100419,933642144228,Ramesh Patel,Scholarship,Vadodara,3000,2025-12-05,1,SUCCESS
B100420,641870921225,Mahesh S.,PM-KISAN,Vadodara,2000,2024-01-20,0,FAILED
B100421,603437123514,Suresh Patel,Pension,Vadodara,1000,2025-04-28,0,SUCCESS
B100422,604446076155,Amit Joshi,PM-KISAN,Rajkot,1000,2025-12-22,0,FAILED
B100423,743552814866,Amit Joshi,PM-KISAN,Bhavnagar,2000,2023-09-20,0,FAILED
B100424,759954030945,Mahesh Shah,Pension,Rajkot,5000,2024-05-23,1,FAILED
B100425,477800757480,Kiran Desai,PM-KISAN,Surat,5000,2025-11-15,1,FAILED
B100426,910511328725,Suresh Patel,PM-KISAN,Surat,3000,2024-12-08,0,SUCCESS
B100427,694869692681,Mahesh Shah,Pension,Ahmedabad,3000,2025-09-10,1,FAILED
B100428,986577398621,Ramesh Ptl,PM-KISAN,Rajkot,2000,2023-04-19,0,SUCCESS
B100429,925780383750,Mahesh Shah,Pension,Vadodara,2000,2023-05-08,1,SUCCESS
B100430,695942148213,Kiran D.,PM-KISAN,Bhavnagar,2000,2025-03-07,0,FAILED
B100431,833120578101,Mahesh S.,Scholarship,Rajkot,3000,2023-04-21,0,FAILED
B100432,779477085741,Kiran Desai,PM-KISAN,Vadodara,2000,2024-02-01,1,FAILED
B100433,184536376089,Rmsh Patel,Pension,Bhavnagar,1000,2025-02-11,0,FAILED
B100434,711084133994,Suresh Patel,Pension,Vadodara,1000,2024-11-07,1,SUCCESS
B100435,267675268087,Amit Joshi,PM-KISAN,Bhavnagar,3000,2025-10-01,1,SUCCESS
B100436,880756469984,Suresh Patel,PM-KISAN,Bhavnagar,1000,2025-10-31,0,FAILED
B100437,880756469984,Mahesh Shah,PM-KISAN,Surat,3000,2024-11-09,1,FAILED
B100438,781837464346,Amit Joshi,Pension,Ahmedabad,1000,2024-12-09,1,SUCCESS
B100439,808259419260,Amit Joshi,PM-KISAN,Ahmedabad,3000,2025-02-20,0,FAILED
B100440,693807534890,Ramesh Patel,Pension,Vadodara,5000,2025-09-23,0,FAILED
B100441,816822661265,Kiranben Desai,PM-KISAN,Ahmedabad,2000,2025-12-28,0,SUCCESS
B100442,835344707156,Suresh Patel,Pension,Rajkot,1000,2024-02-26,1,SUCCESS
B100443,854827148455,Kiran D.,Pension,Vadodara,1000,2023-06-29,0,SUCCESS
B100444,972642831598,Ramesh Patel,Pension,Surat,3000,2025-04-14,1,FAILED
B100445,545088394028,Ramesh Patel,Scholarship,Ahmedabad,1000,2023-05-10,0,SUCCESS
B100446,218123785264,Mahesh Shah,Pension,Ahmedabad,3000,2025-06-15,1,FAILED
B100447,829380461718,Rmsh Patel,Pension,Surat,2000,2025-03-11,1,SUCCESS
B100448,844309485120,Mahesh Shah,PM-KISAN,Bhavnagar,2000,2023-09-10,0,SUCCESS
B100449,755294836639,Amit Joshi,PM-KISAN,Vadodara,2000,2024-12-05,0,FAILED
B100450,812559246621,Suresh Patel,PM-KISAN,Surat,2000,2024-06-01,0,SUCCESS
B100451,835218334212,Ramesh Patel,Pension,Rajkot,1000,2024-08-18,0,FAILED
B100452,315170140924,Kiran Desai,Scholarship,Vadodara,2000,2024-04-25,0,FAILED
B100453,175675244061,Mahesh Shah,Scholarship,Rajkot,3000,2024-09-18,0,FAILED
B100454,447066427753,Suresh Patel,PM-KISAN,Vadodara,2000,2024-03-29,1,FAILED
B100455,498745236452,Maheshbhai Shah,Scholarship,Rajkot,5000,2025-01-04,1,FAILED
B100456,218333529462,Amitbhai Joshi,Pension,Vadodara,2000,2024-02-07,1,SUCCESS
B100457,184728646799,Amit Joshi,Pension,Ahmedabad,5000,2024-03-11,0,FAILED
B100458,696994991685,Suresh Patel,Scholarship,Rajkot,2000,2024-08-18,0,FAILED
B100459,660498056127,Maheshbhai Shah,Pension,Ahmedabad,2000,2023-12-06,0,FAILED
B100460,293957383401,Amit Joshi,Pension,Surat,5000,2025-01-04,0,SUCCESS
B100461,635846443659,Mahesh Shah,Scholarship,Surat,1000,2024-02-28,1,FAILED
B100462,143149120330,Mahesh Shah,PM-KISAN,Bhavnagar,3000,2024-06-23,0,FAILED
B100463,515124374521,Ramesh Patel,Pension,Vadodara,5000,2024-04-01,1,FAILED
B100464,634057847257,Amit Joshi,PM-KISAN,Bhavnagar,2000,2025-06-19,0,SUCCESS
B100465,662971807174,Suresh Patel,PM-KISAN,Surat,2000,2025-01-11,0,SUCCESS
B100466,990838982470,Ramesh Patel,Scholarship,Rajkot,5000,2024-03-07,0,FAILED
B100467,366384377368,Amitbhai Joshi,Pension,Surat,2000,2025-11-15,0,SUCCESS
B100468,280628766680,Suresh Patel,Pension,Rajkot,1000,2024-08-03,0,SUCCESS
B100469,767649244610,Kiran Desai,PM-KISAN,Surat,5000,2023-10-20,0,FAILED
B100470,895289308987,Kiran Desai,Pension,Bhavnagar,1000,2024-04-15,1,FAILED
B100471,216531968362,Kiranben Desai,Pension,Rajkot,2000,2023-07-17,0,FAILED
B100472,778182243288,Amit Joshi,Pension,Ahmedabad,1000,2025-09-14,0,SUCCESS
B100473,846357385326,Amit Joshi,Scholarship,Vadodara,1000,2025-12-21,1,SUCCESS
B100474,984498785867,Kiran Desai,Scholarship,Bhavnagar,1000,2025-05-21,0,FAILED
B100475,943862896001,Ramesh Patel,Scholarship,Bhavnagar,5000,2024-06-11,0,SUCCESS
B100476,919089557304,Amit Joshi,Pension,Ahmedabad,1000,2025-02-07,0,FAILED
B100477,496892967478,Mahesh S.,Pension,Bhavnagar,3000,2024-06-19,1,FAILED
B100478,403275718221,Kiran Desai,PM-KISAN,Rajkot,5000,2024-01-02,1,FAILED
B100479,732677257483,Kiran Desai,Pension,Surat,1000,2024-04-15,1,SUCCESS
B100480,332358927381,Mahesh Shah,Pension,Bhavnagar,1000,2023-11-26,1,SUCCESS
B100481,202238987926,Kiran Desai,Pension,Rajkot,1000,2023-05-12,1,SUCCESS
B100482,187492070686,Kiran Desai,Scholarship,Bhavnagar,3000,2023-04-28,0,FAILED
B100483,110475305195,Amit Joshi,Scholarship,Surat,1000,2025-11-11,0,SUCCESS
B100484,141549618351,Ramesh Patel,PM-KISAN,Ahmedabad,3000,2025-03-29,1,FAILED
B100485,745986493050,Ramesh Patel,Pension,Ahmedabad,1000,2024-08-05,1,FAILED
B100486,997490486585,Amit Joshi,PM-KISAN,Rajkot,5000,2023-01-10,1,SUCCESS
B100487,655799411087,Ramesh Ptl,Pension,Vadodara,3000,2023-08-28,1,FAILED
B100488,588312835789,Amit Joshi,Scholarship,Surat,3000,2025-07-28,1,SUCCESS
B100489,226624097694,Kiran Desai,Pension,Surat,2000,2024-10-08,1,FAILED
B100490,690628888281,Suresh Ptl,PM-KISAN,Vadodara,1000,2025-03-28,1,SUCCESS
B100491,620457633259,Suresh Patel,Pension,Vadodara,2000,2024-01-25,1,SUCCESS
B100492,908462573552,Mahesh Shah,PM-KISAN,Surat,2000,2024-05-26,1,SUCCESS
B100493,219309632313,Ramesh Ptl,Pension,Rajkot,1000,2023-03-28,1,FAILED
B100494,446263130205,Amit Joshi,Scholarship,Rajkot,2000,2025-11-12,1,FAILED
B100495,925587602061,Ramesh Patel,Pension,Rajkot,5000,2023-03-08,1,FAILED
B100496,855314667221,Kiran Desai,PM-KISAN,Bhavnagar,5000,2024-10-08,0,SUCCESS
B100497,330528517300,Ramesh Patel,Scholarship,Vadodara,3000,2024-01-19,1,SUCCESS
B100498,616553175066,Mahesh Shah,Scholarship,Surat,5000,2025-05-18,0,FAILED
B100499,927643258634,Kiran Desai,Scholarship,Rajkot,2000,2023-09-26,0,SUCCESS
B100500,399448622255,Amit Joshi,Scholarship,Rajkot,2000,2023-10-26,0,FAILED
B100501,112050253883,Kiran D.,PM-KISAN,Bhavnagar,3000,2025-09-23,1,FAILED
B100502,153978438243,Suresh Patel,PM-KISAN,Surat,3000,2025-09-02,0,FAILED
B100503,468270223697,Mahesh Shah,Pension,Bhavnagar,3000,2024-12-05,0,FAILED
B100504,482772800413,Amit Joshi,PM-KISAN,Bhavnagar,2000,2024-08-05,1,FAILED
B100505,661237089702,Kiran Desai,PM-KISAN,Rajkot,3000,2025-08-07,0,SUCCESS
B100506,987514535920,Kiran Desai,Pension,Bhavnagar,5000,2023-05-27,0,SUCCESS
B100507,350583963423,Mahesh Shah,Pension,Vadodara,5000,2024-07-09,1,FAILED
B100508,350583963423,Kiran Desai,Scholarship,Surat,2000,2023-02-17,0,SUCCESS
B100509,377721272142,Ramesh Patel,PM-KISAN,Surat,5000,2023-07-30,0,SUCCESS
B100510,703327738944,Mahesh S.,Pension,Ahmedabad,1000,2024-06-21,0,SUCCESS
B100511,529004832647,Suresh Patel,Pension,Vadodara,5000,2023-09-16,0,SUCCESS
B100512,134482451158,Mahesh Shah,Scholarship,Rajkot,3000,2025-06-30,0,SUCCESS
B100513,755372628498,Amit Joshi,Scholarship,Bhavnagar,3000,2024-12-12,1,SUCCESS
B100514,197945474067,Mahesh Shah,Scholarship,Vadodara,2000,2024-09-13,0,SUCCESS
B100515,995600823707,Suresh Patel,Scholarship,Vadodara,5000,2025-12-31,0,FAILED
B100516,932995839679,Ramesh Patel,Scholarship,Vadodara,2000,2023-01-15,1,SUCCESS
B100517,579148932491,Suresh Patel,Pension,Rajkot,5000,2024-03-27,1,SUCCESS
B100518,789008271696,Amit Joshi,Pension,Vadodara,3000,2025-12-25,1,FAILED
B100519,297862546067,Ramesh Ptl,Pension,Rajkot,5000,2024-07-11,1,SUCCESS
B100520,118557023491,Kiranben Desai,PM-KISAN,Surat,1000,2024-07-31,1,SUCCESS
B100521,584108080333,Suresh Patel,PM-KISAN,Surat,1000,2025-10-07,0,FAILED
B100522,441107346461,Kiran Desai,Scholarship,Rajkot,1000,2024-11-07,0,SUCCESS
B100523,392298458992,Ramesh Patel,Pension,Rajkot,2000,2024-01-29,1,FAILED
B100524,116442217361,Sureshbhai Patel,Scholarship,Rajkot,2000,2023-03-10,0,FAILED
B100525,949266744601,Amit J.,PM-KISAN,Rajkot,5000,2024-10-01,1,SUCCESS
B100526,901566156935,Kiranben Desai,Pension,Ahmedabad,3000,2025-09-12,1,SUCCESS
B100527,339086633582,Suresh Patel,Pension,Rajkot,3000,2023-01-31,0,FAILED
B100528,231360272779,Suresh Patel,PM-KISAN,Ahmedabad,5000,2023-11-14,1,SUCCESS
B100529,272866945815,Amit Joshi,Scholarship,Ahmedabad,1000,2024-12-29,0,SUCCESS
B100530,633116369523,Amit Joshi,Pension,Vadodara,5000,2024-01-31,0,FAILED
B100531,896107267446,Rameshbhai Patel,Scholarship,Rajkot,3000,2025-09-30,0,SUCCESS
B100532,484586921817,Kiran Desai,Scholarship,Bhavnagar,2000,2023-05-22,0,FAILED
B100533,998918069255,Mahesh Shah,Scholarship,Ahmedabad,5000,2024-01-15,0,FAILED
B100534,781937798552,Ramesh Patel,Pension,Bhavnagar,5000,2024-01-24,1,SUCCESS
B100535,411870628829,Mahesh Shah,PM-KISAN,Ahmedabad,1000,2023-03-31,0,SUCCESS
B100536,138111361296,Kiran Desai,PM-KISAN,Ahmedabad,1000,2025-03-06,1,FAILED
B100537,499642779688,Ramesh Patel,PM-KISAN,Surat,5000,2023-06-13,1,SUCCESS
B100538,711435521628,Kiran Desai,Scholarship,Ahmedabad,3000,2025-12-19,0,SUCCESS
B100539,434296445181,Sureshbhai Patel,Pension,Ahmedabad,1000,2024-04-18,1,SUCCESS
B100540,676355059385,Amit Joshi,Pension,Surat,5000,2023-08-05,1,FAILED
B100541,833161871368,Ramesh Patel,PM-KISAN,Surat,5000,2025-10-30,1,SUCCESS
B100542,587907922892,Mahesh Shah,Pension,Vadodara,3000,2025-04-24,1,FAILED
B100543,364606120595,Suresh Patel,Scholarship,Bhavnagar,3000,2025-01-07,1,FAILED
B100544,537914111449,Rameshbhai Patel,Scholarship,Bhavnagar,1000,2025-11-26,0,FAILED
B100545,426445727409,Suresh Patel,Scholarship,Ahmedabad,3000,2025-11-13,0,SUCCESS
B100546,602673249818,Suresh Patel,Scholarship,Vadodara,2000,2024-04-22,1,FAILED
B100547,727459954704,Suresh Patel,Pension,Ahmedabad,3000,2025-09-15,0,FAILED
B100548,871760934372,Ramesh Patel,Pension,Vadodara,1000,2025-02-20,0,SUCCESS
B100549,950067965247,Kiran Desai,Scholarship,Ahmedabad,2000,2023-01-24,1,SUCCESS
B100550,676834652368,Kiranben Desai,Pension,Surat,3000,2025-10-25,0,SUCCESS
B100551,838951355842,Kiran Desai,Scholarship,Bhavnagar,1000,2024-03-30,1,FAILED
B100552,532874155731,Maheshbhai Shah,PM-KISAN,Rajkot,1000,2025-03-28,1,SUCCESS
B100553,651467474492,Suresh Patel,PM-KISAN,Rajkot,2000,2025-09-26,1,SUCCESS
B100554,776720062004,Amit Joshi,PM-KISAN,Surat,1000,2024-06-29,1,FAILED
B100555,196963260001,Mahesh S.,Scholarship,Vadodara,3000,2024-01-26,1,FAILED
B100556,819810221356,Suresh Ptl,PM-KISAN,Vadodara,5000,2023-10-26,1,SUCCESS
B100557,320046162303,Suresh Patel,Pension,Ahmedabad,1000,2023-04-22,0,SUCCESS
B100558,417055061133,Ramesh Ptl,Scholarship,Rajkot,5000,2023-02-16,1,SUCCESS
B100559,691588851107,Amit Joshi,Pension,Vadodara,5000,2023-10-17,0,FAILED
B100560,678375450194,Rmsh Patel,PM-KISAN,Vadodara,2000,2024-07-09,0,FAILED
B100561,173050239069,Mahesh Shah,Pension,Vadodara,1000,2023-02-09,1,FAILED
B100562,659980847703,Ramesh Patel,Scholarship,Rajkot,1000,2024-01-17,0,FAILED
B100563,124534868377,Kiranben Desai,Scholarship,Vadodara,5000,2025-03-16,0,SUCCESS
B100564,853108685144,Mahesh Shah,PM-KISAN,Bhavnagar,3000,2023-05-07,1,FAILED
B100565,346016559274,Mahesh S.,Pension,Surat,1000,2025-02-21,0,FAILED
B100566,728097567032,Suresh Ptl,Pension,Vadodara,5000,2023-09-27,0,SUCCESS
B100567,695200994719,Suresh Patel,PM-KISAN,Vadodara,2000,2025-05-30,0,SUCCESS
B100568,174378079878,Ramesh Patel,PM-KISAN,Vadodara,2000,2023-03-02,1,FAILED
B100569,555099872269,Mahesh Shah,PM-KISAN,Surat,1000,2023-09-27,0,SUCCESS
B100570,776938306428,Amit Joshi,Pension,Surat,2000,2024-04-17,0,FAILED
B100571,856255588451,Suresh Patel,Pension,Bhavnagar,5000,2025-02-04,0,FAILED
B100572,621801785597,Sureshbhai Patel,PM-KISAN,Ahmedabad,5000,2023-01-31,1,FAILED
B100573,916999649281,Suresh Patel,PM-KISAN,Ahmedabad,2000,2025-06-18,1,FAILED
B100574,606233943489,Kiran Desai,Scholarship,Ahmedabad,5000,2024-10-02,1,SUCCESS
B100575,218200287829,Ramesh Patel,PM-KISAN,Bhavnagar,5000,2023-03-22,1,SUCCESS
B100576,418642980922,Mahesh Shah,Scholarship,Rajkot,2000,2025-05-15,1,SUCCESS
B100577,669899008461,Kiran Desai,Pension,Rajkot,1000,2025-10-22,0,SUCCESS
B100578,743294751892,Amit Joshi,PM-KISAN,Rajkot,5000,2024-10-24,1,SUCCESS
B100579,598984483970,Suresh Patel,Scholarship,Ahmedabad,3000,2024-10-25,0,SUCCESS
